Timestamp,participantID,audioStimuli,vote,reactionTime,voteDetails
4/11/2012 22:58:23,1334199002283:::South Africa,./../audio_stimuli/recs1/08Mpost5.mp3,-5,2191,3132:::Played stimuli ./../audio_stimuli/recs1/08Mpost5.mp3
4/11/2012 22:58:34,1334199002283:::South Africa,./../audio_stimuli/recs1/08Mpost5.mp3,0,12823,3132:::Played stimuli ./../audio_stimuli/recs1/08Mpost5.mp3
4/11/2012 23:02:00,1334199002283:::South Africa,./../audio_stimuli/recs2/14Mpost3.mp3,-5,984,3708:::Played stimuli ./../audio_stimuli/recs2/14Mpost3.mp3
4/11/2012 23:04:29,1334199002283:::South Africa,./../audio_stimuli/recs1/07Mpost1.mp3,-5,1715,2592:::Played stimuli ./../audio_stimuli/recs1/07Mpost1.mp3
4/11/2012 23:05:47,1334199002283:::South Africa,./../audio_stimuli/recs4/40Mpost2.mp3,-5,1048,2556:::Played stimuli ./../audio_stimuli/recs4/40Mpost2.mp3; (-5:1334199955913)
4/11/2012 23:05:57,1334199002283:::South Africa,./../audio_stimuli/recs4/40Mpost2.mp3,0,11238,2556:::Played stimuli ./../audio_stimuli/recs4/40Mpost2.mp3; (-5:1334199955913)
4/11/2012 23:07:54,1334199002283:::South Africa,./../audio_stimuli/recs1/01Mpost1.mp3,-5,951,2700:::Played stimuli ./../audio_stimuli/recs1/01Mpost1.mp3
4/11/2012 23:09:12,1334199002283:::South Africa,./../audio_stimuli/recs2/21Mpost4.mp3,-5,-570,2772:::Played stimuli ./../audio_stimuli/recs2/21Mpost4.mp3; (-5:1334200161528)
4/11/2012 23:10:11,1334199002283:::South Africa,./../audio_stimuli/recs3/28Mpost4.mp3,-5,132,2808:::Played stimuli ./../audio_stimuli/recs3/28Mpost4.mp3; (-5:1334200221454)
4/11/2012 23:10:57,1334199002283:::South Africa,./../audio_stimuli/recs4/42Mpost1.mp3,-5,830,3024:::Played stimuli ./../audio_stimuli/recs4/42Mpost1.mp3; (-5:1334200265887)
